Judul,Tahun
Spectrum and Energy Efficiencies for Multiuser Pairs Massive MIMO Systems With Full-Duplex Amplify-and-Forward Relay,2015
Short-Term Electric Load Forecasting Using Echo State Networks and PCA Decomposition,2015
A New Level-Set-Based Protocol for Accurate Bone Segmentation From CT Imaging,2015
Sensors for Robotic Hands: A Survey of State of the Art,2015
Flexible Configured OFDM for 5G Air Interface,2015
Context-Based Collaborative Filtering for Citation Recommendation,2015
Distributed Parameter Estimation for Mobile Wireless Sensor Network Based on Cloud Computing in Battlefield Surveillance System,2015
A Smart Work Performance Measurement System for Police Officers,2015
A New Transient Attack on the Kish Key Distribution System,2015
Performance Prediction and Sensitivity Analysis of SAW Gas Sensors,2015
A New Evaluation Criterion for Non-Orthogonal Multiple Access in 5G Software Defined Networks,2015
Coupled Auto-Associative Neural Networks for Heterogeneous Face Recognition,2015
A Software-Defined Device-to-Device Communication Architecture for Public Safety Applications in 5G Networks,2015
Energy and Spectrum Efficient Transmission Techniques Under QoS Constraints Toward Green Heterogeneous Networks,2015
Children Absorb Higher Doses of Radio Frequency Electromagnetic Radiation From Mobile Phones Than Adults,2015
Non-Dominated Quantum Iterative Routing Optimization for Wireless Multihop Networks,2015
Energy-Efficient Context-Aware Matching for Resource Allocation in Ultra-Dense Small Cells,2015
Bridging the Social and Wireless Networking Divide: Information Dissemination in Integrated Cellular and Opportunistic Networks,2015
Robust Detection of Textured Contact Lenses in Iris Recognition Using BSIF,2015
Electric Vehicle Charging on Residential Distribution Systems: Impacts and Mitigations,2015
Variation-Based Linearization of Nonlinear Systems Evolving on  SO(3)  and  S2,2015
A Cloud-Based Smart-Parking System Based on Internet-of-Things Technologies,2015
Editorial IEEE Access Special Section Editorial: Nanobiosensors,2015
Clustering Data of Mixed Categorical and Numerical Type With Unsupervised Feature Learning,2015
A Fast Method to Measure the Volume of a Large Cavity,2015
Vector Perturbation Precoding for Multi-User CoMP Downlink Transmission,2015
Massive Electricity Storage for a Developed Economy of Ten Billion People,2015
Group Key Establishment for Enabling Secure Multicast Communication in Wireless Sensor Networks Deployed for IoT Applications,2015
Insights and Approaches for Low-Complexity 5G Small-Cell Base-Station Design for Indoor Dense Networks,2015
Friendly Spectrally Shaped Radar Waveform With Legacy Communication Systems for Shared Access and Spectrum Management,2015
Track Detection of Low Observable Targets Using a Motion Model,2015
Rule Induction-Based Knowledge Discovery for Energy Efficiency,2015
Cognition-Based Networks: A New Perspective on Network Optimization Using Learning and Distributed Intelligence,2015
Borderless Mobility in 5G Outdoor Ultra-Dense Networks,2015
On Link Scheduling Under Blockage and Interference in 60-GHz Ad Hoc Networks,2015
Energy-Efficient Wireless Sensing for Level Set Estimations,2015
On Big Data Analytics for Greener and Softer RAN,2015
Predicting Functional Independence Measure Scores During Rehabilitation With Wearable Inertial Sensors,2015
Distributed State Estimation Using RSC Coded Smart Grid Communications,2015
"Artificial Intelligence-Based Techniques for Emerging Heterogeneous Network: State of the Arts, Opportunities, and Challenges",2015
A Wireless Augmentative and Alternative Communication System for People With Speech Disabilities,2015
Delay Critical Smart Grid Applications and Adaptive QoS Provisioning,2015
Design of a Brick With Sound Absorption Properties Based on Plastic Waste & Sawdust,2015
Millimeter-Wave Omnidirectional Path Loss Data for Small Cell 5G Channel Modeling,2015
"Linear Theory for Self-Localization: Convexity, Barycentric Coordinates, and Cayley–Menger Determinants",2015
Resource Allocation Optimization in Multi-User Multi-Cell Massive MIMO Networks Considering Pilot Contamination,2015
Reciprocally Benefited Spectrum Access Scheme With Joint Power and Subcarrier Allocation in a Software-Defined Network,2015
Development of Substrate-Integrated Waveguide Filters for Low-Cost High-Density RF and Microwave Circuit Integration: Direct-Coupled Cavity Bandpass Filters With Chebyshev Response,2015
A Wideband Hybrid Water Antenna With an F-Shaped Monopole,2015
A Survey of 5G Network: Architecture and Emerging Technologies,2015
Methods to Obtain Training Videos for Fully Automated Application-Specific Classification,2015
Generalized Queue-Aware Resource Management and Scheduling for Wireless Communications,2015
Detecting APT Malware Infections Based on Malicious DNS and Traffic Analysis,2015
Making Bertha See Even More: Radar Contribution,2015
Challenges in Concussion Detection Using Vocal Acoustic Biomarkers,2015
Neighbor Discovery for Opportunistic Networking in Internet of Things Scenarios: A Survey,2015
Wrinkle Detection Using Hessian Line Tracking,2015
A Contract-Based Spectrum Trading Scheme for Cognitive Radio Networks Enabling Hybrid Access,2015
An Investigation of Earth Grid Performance Using Graphene-Coated Copper,2015
Managing Crowds in Hazards With Dynamic Grouping,2015
Database-Assisted Spectrum Access in Dynamic Networks: A Distributed Learning Solution,2015
Ray Tracing for Radio Propagation Modeling: Principles and Applications,2015
Power Level Distributions of Radio Base Station Equipment and User Devices in a 3G Mobile Communication Network in India and the Impact on Assessments of Realistic RF EMF Exposure,2015
Energy Efficient Optimum Sensing With Energy Harvesting Power Sources,2015
On the Spatial Distribution of Base Stations and Its Relation to the Traffic Density in Cellular Networks,2015
Shape Retrieval With Geometrically Characterized Contour Partitions,2015
High-Performance Extreme Learning Machines: A Complete Toolbox for Big Data Applications,2015
Nonequivalent Quasi-Experimental Study of Wireless Telecommunication Traffic During Severe Winter Storms,2015
An Aggregatable Name-Based Routing for Energy-Efficient Data Sharing in Big Data Era,2015
Yes the Children Are More Exposed to Radiofrequency Energy From Mobile Telephones Than Adults,2015
Challenges and Opportunities in Game Artificial Intelligence Education Using Angry Birds,2015
Secure Hierarchical VPLS Architecture for Provider Provisioned Networks,2015
k Nearest Neighbor Search for Location-Dependent Sensor Data in MANETs,2015
Comparison of the Accelerator-Pedal-to-Engine-Control-Module Interfaces on Vehicles With Low and High Reported Rates of Unintended Acceleration,2015
Semi-Persistent RRC Protocol for Machine-Type Communication Devices in LTE Networks,2015
A PKI Adapted Model for Secure Information Dissemination in Industrial Control and Automation 6LoWPANs,2015
Impact of Dirty Devices on CDMA Network Coverage and Capacity,2015
Encryption for Implantable Medical Devices Using Modified One-Time Pads,2015
An Energy-Efficient and Delay-Aware Wireless Computing System for Industrial Wireless Sensor Networks,2015
Improving the Search Mechanism for Unstructured Peer-to-Peer Networks Using the Statistical Matrix Form,2015
Development of an Automatic Emotional Music Accompaniment System by Fuzzy Logic and Adaptive Partition Evolutionary Genetic Algorithm,2015
State of the Art in Research on Microgrids: A Review,2015
Open and Low-Cost Virtual and Remote Labs on Control Engineering,2015
2-D Materials as a Functional Platform for Phase Change Tunable NEMS,2015
Multiuser Admission Control and Beamforming Optimization Algorithms for MISO Heterogeneous Networks,2015
Energy-Efficient Indoor Localization of Smart Hand-Held Devices Using Bluetooth,2015
On the Utilization of Multi-Mode User Equipment in Multi-Radio Access Technology Cellular Communication Systems,2015
The Internet of Things for Health Care: A Comprehensive Survey,2015
Modified Multilevel Fast Multipole Algorithm for Stationary Iterative Solvers,2015
A Hybrid Security and Compressive Sensing-Based Sensor Data Gathering Scheme,2015
Runtime Precoding: Enabling Multipoint Transmission in LTE-Advanced System-Level Simulations,2015
A Power-Efficient Adaptive Fuzzy Resolution Control System for Wireless Body Sensor Networks,2015
A Bayesian Residual Transform for Signal Processing,2015
Massive MIMO as a Big Data System: Random Matrix Models and Testbed,2015
Service Environment for Smart Wireless Devices: An M2M Gateway Selection Scheme,2015
Recent Advances in Industrial Wireless Sensor Networks Toward Efficient Management in IoT,2015
Sensor-Based Random Number Generator Seeding,2015
A Low-Cost Open-Source 3-D-Printed Three-Finger Gripper Platform for Research and Educational Purposes,2015
Cost-Efficient Open Source Desktop Size Radial Stretching System With Force Sensor,2015
An Elicitation Study on Gesture Preferences and Memorability Toward a Practical Hand-Gesture Vocabulary for Smart Televisions,2015
Indium Tin Oxide Film Characterization at 0.1–20 GHz Using Coaxial Probe Method,2015
Noncoherent Quantum Multiple Symbol Differential Detection for Wireless Systems,2015
Obstacle Detection and Collision Avoidance for a UAV With Complementary Low-Cost Sensors,2015
Preprocessing and Feature Selection for Improved Sensor Interoperability in Online Biometric Signature Verification,2015
A Survey of Sparse Representation: Algorithms and Applications,2015
A Tree Regression-Based Approach for VM Power Metering,2015
Multisensor Optical and Latent Fingerprint Database,2015
Optimal Design of SAW Gas Sensing Device by Using Improved Adaptive Neuro-Fuzzy Inference System,2015
Reliability guaranteed efficient data gathering in wireless sensor networks,2015
Using National Survey Respondents as Consumers in an Agent-Based Model of Plug-In Hybrid Vehicle Adoption,2015
A Tree-Cluster-Based Data-Gathering Algorithm for Industrial WSNs With a Mobile Sink,2015
A Deep-Structured Fully Connected Random Field Model for Structured Inference,2015
Silicon Nanowire Field-Effect Transistors—A Versatile Class of Potentiometric Nanobiosensors,2015
Computerized Argument Delphi Technique,2015
Incremental Classifiers for Data-Driven Fault Diagnosis Applied to Automotive Systems,2015
Rubbing Shoulders With Mobile Service Robots,2015
Application-Specific Customization of Dynamic Profiling Mechanisms for Sensor Networks,2015
Cooperative Radio Resource Management in Heterogeneous Cloud Radio Access Networks,2015
An Efficient MAC Protocol With Adaptive Energy Harvesting for Machine-to-Machine Networks,2015
Diversity Gain Influenced by Polarization and Spatial Diversity Techniques in Ultrawideband,2015
A Water Dense Dielectric Patch Antenna,2015
Torque Saturation in Bipedal Robotic Walking Through Control Lyapunov Function-Based Quadratic Programs,2015
Code Optimization for a Code-Modulated RF Front End,2015
Closed-Loop Control of Variable Stiffness Actuated Robots via Nonlinear Model Predictive Control,2015
Open Source SDR Frontend and Measurements for 60-GHz Wireless Experimentation,2015
"Toward Social Internet of Vehicles: Concept, Architecture, and Applications",2015
Analytical Standard Uncertainty Evaluation Using Mellin Transform,2015
A Miniature Energy Harvesting Rectenna for Operating a Head-Mountable Deep Brain Stimulation Device,2015
Unscrambling Nonlinear Dynamics in Synthetic Aperture Radar Imagery,2015
Interpreting the Total Isotropic Sensitivity and Diversity Gain of LTE-Enabled Wireless Devices From Over-the-Air Throughput Measurements in Reverberation Chambers,2015
From Sensors to Systems: CMOS-Integrated Electrochemical Biosensors,2015
The Road From Classical to Quantum Codes: A Hashing Bound Approaching Design Procedure,2015
Sparse Signal Processing Concepts for Efficient 5G System Design,2015
New and Emerging Energy Sources for Implantable Wireless Microdevices,2015
Reliability and Failure Modes of Solid-State Lighting Electrical Drivers Subjected to Accelerated Aging,2015
Proactive Recovery of Electric Power Assets for Resiliency Enhancement,2015
IEEE Access™ Editorial Board,2015
Judul Tidak Ditemukan,2015
Judul Tidak Ditemukan,2015
IEEE Access™ Associate Editors,2015
Performance Evaluation of a Priori Information on Reconstruction of Fluorescence Molecular Tomography,2015
Study of Ti-Enriched CoCrMo Alloy for Dental Application,2015
A Modeling Framework for Studying Quantum Key Distribution System Implementation Nonidealities,2015
Discovering Regulatory Network Topologies Using Ensemble Methods on GPGPUs With Special Reference to the Biological Clock of Neurospora crassa,2015
Phase Error Evaluation in a Two-Path Receiver Front-End With On-Site Coding,2015
Physical Layer Authentication via Fingerprint Embedding Using Software-Defined Radios,2015
A biped gait learning algorithm for humanoid robots based on environmental impact assessed artificial bee colony,2015
Thermal Modeling of 3-D Stacked DRAM Over SiGe HBT BiCMOS CPU,2015
Who Speaks Like a Style of Vitamin: Towards Syntax-Aware Dialogue Summarization Using Multi-Task Learning,2021
DoubleQExt: Hardware and Memory Efficient CNN Through Two Levels of Quantization,2021
Salient Object Detection: An Accurate and Efficient Method for Complex Shape Objects,2021
Deliberate Clipping and Iterative Distortion Recovery for UCA-Based OAM Multiplexing Systems,2021
Detecting White Cotton Bolls Using High-Resolution Aerial Imagery Acquired Through Unmanned Aerial System,2021
Corrections to “D2D-V2X-SDN: Taxonomy and Architecture Towards 5G Mobile Communication”,2021
A Robust Receiver Based on Chaos Modulation for the Industrial Internet of Things,2021
Measurement-Based Outage Probability Estimation for Mission-Critical Services,2021
Gluing Reference Patches Together for Face Super-Resolution,2021
Detection of Iris Presentation Attacks Using Hybridization of Discrete Cosine Transform and Haar Transform With Machine Learning Classifiers and Ensembles,2021
Predicting High Delays in Mobile Broadband Networks,2021
Driving Style-Based Conditional Variational Autoencoder for Prediction of Ego Vehicle Trajectory,2021
Series-Fed Monopulse Microstrip Array Antenna With Stripline Quadrature Hybrid Comparator Network,2021
Evaluation of Node-Metastasis in Sparse Underwater Acoustic Sensor Networks for Localization Under Acoustically Stratified Malicious Node Conditions,2021
Towards Using Blockchain Technology to Prevent Diploma Fraud,2021
Design and Implementation of 5.8 GHz RF Wireless Power Transfer System,2021
Neuro-Fuzzy-Based IoT Assisted Power Monitoring System for Smart Grid,2021
Self-Competence Learning for Bandwidth Slicing and Confidential Computing Requirement,2021
Channel Diversity for Indoor Localization Using Bluetooth Low Energy and Extended Advertisements,2021
A Nanosized-Metal-Grain Pattern-Dependent Threshold Voltage Model for the Work Function Fluctuation of GAA Si NW MOSFETs,2021
IceNet for Interactive Contrast Enhancement,2021
A Dual Model for Restoring Images Corrupted by Mixture of Additive and Multiplicative Noise,2021
Deep Learning Strategy for Braille Character Recognition,2021
Escaping the Gradient Vanishing: Periodic Alternatives of Softmax in Attention Mechanism,2021
Boosting Perturbation-Based Iterative Algorithms to Compute the Median String,2021
An Efficient Deep Learning Framework for Distracted Driver Detection,2021
Bayesian Approach in a Learning-Based Hyperspectral Image Denoising Framework,2021
"Novelette, a Usable Visual Storytelling Digital Learning Environment",2021
Towards Intelligent Food Waste Prevention: An Approach Using Scalable and Flexible Harvest Schedule Optimization With Evolutionary Algorithms,2021
Finding a More Pleasant Compliance Illusion Method for a Hand-Held Device,2021
On Entanglement Assisted Classical Optical Communication With Transmitter Side Optical Phase-Conjugation,2021
Signal Processing for TDM MIMO FMCW Millimeter-Wave Radar Sensors,2021
Conditional Generative Adversarial Network-Based Image Denoising for Defending Against Adversarial Attack,2021
Simple Design on Nanoscale Receivers Using CNT Cantilevers,2021
Blockchain-Based Solution for Product Recall Management in the Automotive Supply Chain,2021
A Family of Discontinuous PWM Strategies for Quasi Z-Source Nine-Switch Inverters,2021
PCBMS: A Model to Select an Optimal Lossless Image Compression Technique,2021
"PoPL: Proof-of-Presence and Locality, or How to Secure Financial Transactions on Your Smartphone",2021
Big Data Processing for Commercial Buildings and Assessing Flexibility in the Context of Citizen Energy Communities,2021
Evaluating Differentially Private Generative Adversarial Networks Over Membership Inference Attack,2021
Reliability and Security Analysis of an Entanglement-Based QKD Protocol in a Dynamic Ground-to-UAV FSO Communications System,2021
MRBS: An Area-Efficient Multicast Router for Network-on-Chip Using Buffer Sharing,2021
Millimeter-Wave Low Side- and Back-Lobe SIW Filtenna Array Fed by Novel Filtering Power Divider Using Hybrid TE101/TE301 Mode SIW Cavities,2021
A Single-Layer Reflect-Transmit-Array Antenna With Polarization-Dependent Operation,2021
Bootstrap Equilibrium and Probabilistic Speaker Representation Learning for Self-Supervised Speaker Verification,2021
Pricing and Collecting Decision of a Closed-Loop Supply Chain Under Market Segmentation With Reward-Penalty Mechanism,2021
Multi-Group Formation Tracking Control for Second-Order Nonlinear Multi-Agent Systems Using Adaptive Neural Networks,2021
Federated Learning Using Sparse-Adaptive Model Selection for Embedded Edge Computing,2021
Expandable Non-Isolated Multi-Input Single-Output DC-DC Converter With High Voltage Gain and Zero-Ripple Input Currents,2021
Image Denoising and Feature Extraction of Wear Debris for Online Monitoring of Planetary Gearboxes,2021
SpaRec: Sparse Systematic RLNC Recoding in Multi-Hop Networks,2021
Efficient Immediate-Transmission Scheme for Emergency Packets in Closed Area Wireless Access Networks,2021
The Impact of Government Subsidies on Private Pension Enterprises: A Decision-Making Model Based on Their CSR Levels,2021
An Ensemble Neural Network Based on Variational Mode Decomposition and an Improved Sparrow Search Algorithm for Wind and Solar Power Forecasting,2021
An Angular Speed and Position FLL-Based Estimator Using Linear Hall-Effect Sensors,2021
Inverse and Direct Solutions of the Discrete Time Lyapunov Equation With System Matrix in Companion Form,2021
Performance Evaluation of the Codec Agnostic Approach in MPEG-I Video-Based Point Cloud Compression,2021
Risk Quantification for Automated Driving Systems in Real-World Driving Scenarios,2021
Forensic Issues and Techniques to Improve Security in SSD With Flex Capacity Feature,2021
Development of a Balanced 3D Translational Interconnected Manipulator With Solely Rotary Joints/Actuators and Free-Internal-Singularity Workspace,2021
Lumped-Capacitive Modeling and Sensing Characteristics of an Electrolyte-Gated FET Biosensor for the Detection of the Peanut Allergen,2021
Quality of Service of Quantum Entanglement in Mobile Networks,2021
A Reinforced Active Learning Algorithm for Semantic Segmentation in Complex Imaging,2021
Frequency Recognition of Short-Time SSVEP Signal Using CORRCA-Based Spatio-Spectral Feature Fusion Framework,2021
Implicit Stereotypes in Pre-Trained Classifiers,2021
Confidential Machine Learning Computation in Untrusted Environments: A Systems Security Perspective,2021
Tissue Identification From Surgical Smoke by Differential Mobility Spectrometry: An in Vivo Study,2021
Single Morphing Attack Detection Using Feature Selection and Visualization Based on Mutual Information,2021
Adaptive Iterative Learning Control for Robot Manipulators With Time-Varying Parameters and Arbitrary Initial Errors,2021
Virtual Walking With Omnidirectional Movies and Foot Vibrations: Scene-Congruent Vibrations Enhance Walking-Related Sensations and Ground Material Perceptions,2021
Modified Optical Burst Switching (OBS) Based Edge Node Architecture Using Real-Time Scheduling Techniques,2021
Trivium Stream Cipher Countermeasures Against Fault Injection Attacks and DFA,2021
Arithmetic Coding-Based 5-Bit Weight Encoding and Hardware Decoder for CNN Inference in Edge Devices,2021
An Efficient Implementation of Online Model Predictive Control With Field Weakening Operation in Surface Mounted PMSM,2021
Development of an Exoskeleton Rehabilitation Robot Framework for the Knee Joint Based on Predictive Assessment,2021
Dynamic Functional Continuous Time Bayesian Networks for Prediction and Monitoring of the Impact of Patients’ Modifiable Lifestyle Behaviors on the Emergence of Multiple Chronic Conditions,2021
C3PU: Cross-Coupling Capacitor Processing Unit Using Analog-Mixed Signal for AI Inference,2021
Analysis and Optimization of Persistent Memory Index Structures’ Write Amplification,2021
Robust Anomaly Detection for Multivariate Data of Spacecraft Through Recurrent Neural Networks and Extreme Value Theory,2021
Multi-View Collaborative Learning for Semi-Supervised Domain Adaptation,2021
Ernie: Scalable Load-Balanced Multicast Source Routing for Cloud Data Centers,2021
A Third Harmonic Current Elimination Strategy for Symmetrical Six-Phase Permanent Magnet Synchronous Motor,2021
Saliency Model Extension for Sensorless Initial Position and Polarity Detection of Permanent Magnet Synchronous Motors,2021
Wireless Power Transfer Based on Spider Web–Coil for Biomedical Implants,2021
Wind Turbine Oriented Solutions to Improve Power Quality and Harmonic Compliance of AC Offshore Wind Power Plants,2021
Active Contour Model for Image Segmentation With Dilated Convolution Filter,2021
A Preventive Transient Stability Control Strategy Through Individual Machine Equal Area Criterion Framework,2021
Coalition of 6G and Blockchain in AR/VR Space: Challenges and Future Directions,2021
A Highly Reliable Communication System for Internet of Robotic Things and Implementation in RT-Middleware With AMQP Communication Interfaces,2021
IEEE Access Special Section Editorial: Advanced Energy Conversion Systems Based on Multi-Port Electrical Machines,2021
"An SDN/ML-Based Adaptive Cell Selection Approach for HetNets: A Real-World Case Study in London, UK",2021
Greedy Optimization Method for Extractive Summarization of Scientific Articles,2021
Survey of RPAS Autonomous Control Systems Using Artificial Intelligence,2021
Comprehensive Genomic Subtyping of Glioma Using Semi-Supervised Multi-Task Deep Learning on Multimodal MRI,2021
Compact Wilkinson Power Divider With Common Inductor on the IPD Process,2021
Electromagnetic Inverse Scattering of Rotating Axisymmetric Objects,2021
"5G-Enabled Education 4.0: Enabling Technologies, Challenges, and Solutions",2021
Sensorless Speed and Position Identification of Rim Electromagnetic Direct-Driven Propeller Based on Sliding-Mode Observer,2021
An Efficient Intrusion Prevention System for CAN: Hindering Cyber-Attacks With a Low-Cost Platform,2021
Bidirectional LSTM-Based Soft Sensor for Rotor Displacement Trajectory Estimation,2021
A Fractional Phase Compensation Scheme of PRMRC for LCL Inverter Connected to Weak Grid,2021
A Graph Analysis Method to Improve Peer Grading Accuracy for Blended Teaching Courses,2021
High-Efficiency and High-Reliability Deep-UV Light-Emitting Diodes Using Transparent Ni-Implanted AlN Ohmic Electrodes,2021
"Dynamical Analysis of a New Chaotic System: Hidden Attractor, Coexisting-Attractors, Offset Boosting, and DSP Realization",2021
Design and Control of a Reconfigurable Upper Limb Rehabilitation Exoskeleton With Soft Modular Joints,2021
A Novel Distributed Gravitational Search Algorithm With Multi-Layered Information Interaction,2021
Data-Driven-Based Relay Selection and Cooperative Beamforming for Non-Regenerative Multi-Antenna Relay Networks,2021
Model Predictive Control-Based Thermoelectric Cooling for Rough Terrain Rescue Robots,2021
One-Class Classifier for Chest X-Ray Anomaly Detection via Contrastive Patch-Based Percentile,2021
Predicting Lumen Degradation of Light Emitting Diodes Using Hybrid Particle Filter Trained Neural Networks,2021
Computational Failure Analysis of In-Memory RRAM Architecture for Pattern Classification CNN Circuits,2021
On Robust Economic Control of Epidemics With Application to COVID-19,2021
Dynamic Equilibrium Module for Action Recognition,2021
Resolving Energy Consumption Issues and Spectrum Allocation for Future Broadband Networks,2021
Extending the Space of Software Test Monitoring: Practical Experience,2021
Comparative Analysis of Word Embeddings in Assessing Semantic Similarity of Complex Sentences,2021
Design and Application of a Nitrate Measurement System Based on a Narrowband Tunable Ultraviolet Light Source,2021
Impact of Geomagnetically Induced Currents on High Voltage Transformers in Malaysian Power Network and Its Mitigation,2021
Reducing the System Overhead of Millimeter-Wave Beamforming With Neural Networks for 5G and Beyond,2021
Performance Isolation for Network Slices in Industry 4.0: The 5Growth Approach,2021
Performance Evaluation of Machine Learning Methods for Credit Card Fraud Detection Using SMOTE and AdaBoost,2021
Compressed Sampling in Shift-Invariant Spaces Associated With FrFT,2021
A Method for Solving Quasi-Identifiers of Single Structured Relational Data,2021
Tooth Numbering and Condition Recognition on Dental Panoramic Radiograph Images Using CNNs,2021
Interactive Power Factor Management With Incentives Toward Reduction in Fuel Consumption and Carbon Emission,2021
Adaptive Multiple Layer Retinex-Enabled Color Face Enhancement for Deep Learning-Based Recognition,2021
Prediction of the Remaining Useful Life of Lithium-Ion Batteries Based on Dempster-Shafer Theory and the Support Vector Regression-Particle Filter,2021
Self-Constructing Fuzzy-Neural-Network-Imitating Sliding-Mode Control for Parallel-Inverter System in Grid-Connected Microgrid,2021
Deep Recommendation Model Combining Long - and Short-Term Interest Preferences,2021
A Polyhedral Annexation Algorithm for Aligning Partially Overlapping Point Sets,2021
A Comparison of Open-Source Home Automation Systems,2021
A Novel LUTI Model Calibration Using Differential Evolution Algorithm,2021
Rounding Algorithm of Minimizing Executing and Transmitting Time in Multiple CRANs,2021
Joint State Estimation Under Attack of Discrete Event Systems,2021
A Deep-Learning Based Solution to Automatically Control Closure and Seal of Pizza Packages,2021
TLEFuzzyNet: Fuzzy Rank-Based Ensemble of Transfer Learning Models for Emotion Recognition From Human Speeches,2021
Functional Resonance Analysis Method and Human Performance Factors Identifying Critical Functions in Chemical Process Safety,2021
Segment-Based CO₂ Emission Evaluations From Passenger Cars Based on Deep Learning Techniques,2021
Bias Suppression Framework for Detrending Mean of Multi-Output Gaussian Process Regression in LED Remaining Storage Life Prognosis,2021
On Ghost Attractor in Blinking Chaotic MVD Memristor-Based Circuit and its Application,2021
Transceiver Design in Millimeter Wave Full-Duplex Multi-User Massive MIMO Communication Systems,2021
MRAS-Based Induction Machine Magnetizing Inductance Estimator With Included Effect of Iron Losses and Load,2021
Limited Data Spectrum Sensing Based on Semi-Supervised Deep Neural Network,2021
Grid Screener: A Tool for Automated High-Throughput Screening on Biochemical and Biological Analysis Platforms,2021
Meteorological Influence on eLoran Accuracy,2021
LVRT Control Strategy for Asymmetric Faults of DFIG Based on Improved MPCC Method,2021
An On-Chain Analysis-Based Approach to Predict Ethereum Prices,2021
Different Domains Based Machine and Deep Learning Diagnosis for DC Series Arc Failure,2021
An Air Target Tactical Intention Recognition Model Based on Bidirectional GRU With Attention Mechanism,2021
Tumor Depth and Size Perception Using a Pneumatic Tactile Display in Laparoscopic Surgery,2021
Securely Straggler-Exploiting Coded Computation for Distributed Matrix Multiplication,2021
Single-Trace Attack on NIST Round 3 Candidate Dilithium Using Machine Learning-Based Profiling,2021
Design and Analysis of In-Band Full-Duplex Private 5G Networks Using FR2 Band,2021
Improving the Analytical Reproducibility of Electrochemical Capacitive Sensors Using the Chemical Hardness of the Interface,2021
Spatio-Temporal Data Augmentation for Visual Surveillance,2021
Integrating Learning Analytics and Collaborative Learning for Improving Student’s Academic Performance,2021
Kernel Product Neural Networks,2021
Generative Adversarial Networks With Attention Mechanisms at Every Scale,2021
Multiple Spoofer Detection for Mobile GNSS Receivers Using Statistical Tests,2021
Decoupling Method Based on Complementary Split Ring Resonator (CSRR) for Two Cone Shipborne Antennas,2021
Speech Impairment in Parkinson’s Disease: Acoustic Analysis of Unvoiced Consonants in Italian Native Speakers,2021
Assessment of Damping Control Using Maximum Power Point Tracking Methods for Heaving Wave Energy Converters,2021
A Novel Implementation of an AI-Based Smart Construction Safety Inspection Protocol in the UAE,2021
Improved Feature Selection Method for the Identification of Soil Images Using Oscillating Spider Monkey Optimization,2021
"A Survey on Cost Types, Interaction Schemes, and Annotator Performance Models in Selection Algorithms for Active Learning in Classification",2021
p-im2col: Simple Yet Efficient Convolution Algorithm With Flexibly Controlled Memory Overhead,2021
Multi-Alternative Operation-Planning Problem of Wind Farms Participating in Gas and Electricity Markets,2021
Trend Application of Machine Learning in Test Case Prioritization: A Review on Techniques,2021
Matpower-Based Harmonic Power Flow Analysis for Power Systems With Passive Power Filters,2021
Multi-Objective Robust Optimization of Hybrid AC/DC Distribution Networks Considering Flexible Interconnection Devices,2021
Deep Multi-Stage Reference Evapotranspiration Forecasting Model: Multivariate Empirical Mode Decomposition Integrated With the Boruta-Random Forest Algorithm,2021
Multi Objective Enhancement Method for Embedded Software Quality of e-Commerce Platform Based on Firefly Algorithm Optimization,2021
A K-Means Clustering-Based Hybrid Offspring Generation Mechanism in Evolutionary Multi-Objective Optimization,2021
Design and Modeling of Klann Mechanism-Based Paired Four Legged Amphibious Robot,2021
Correction to “An Investigation of the Novel Testing Setup for the Dynamic Characterization of Super High-Pressure High-Speed Switch Valves”,2021
A Gate Bias and Temperature Dependencies of Contact Resistances in Amorphous Oxide Semiconductor Thin-Film Transistors,2021
An Efficient Ciphertext Retrieval Scheme Based on Homomorphic Encryption for Multiple Data Owners in Hybrid Cloud,2021
Evaluating Tracking Rotations Using Maximal Entropy Distributions for Smartphone Applications,2021
Advance the Efficiency of an Active Suspension System by the Sliding Mode Control Algorithm With Five State Variables,2021
Determining Optimal Operating Reserves Toward Wind Power Penetration in Indonesia Based on Hybrid Artificial Intelligence,2021
A Google Glass Based Real-Time Scene Analysis for the Visually Impaired,2021
Event-Based Control and Scheduling of a Platoon of Vehicles in VANETs,2021
All-Solid-State DUV Light Source by Quadrupling of an Acousto-Optically Q-Switched Nd:YVO4 Laser,2021
Visible Infrared Person Re-Identification via Global-Level and Local-Level Constraints,2021
The Determination Method of Battlefield Monitoring Interval Period Based on the Complicatedness of Situation Changes,2021
An Adaptive Method for an Isolated Intersection Under Mixed Traffic Conditions in Hanoi Based on ANFIS Using VISSIM-MATLAB,2021
A Review on Microgrids’ Challenges & Perspectives,2021
Energy Coherent Fog Networks Using Multi-Sink Wireless Sensor Networks,2021
Person Gender Classification on RGB-D Data With Self-Joint Attention,2021
Test Setup Design for Measuring the Conductance in the Mechanical Part of Hybrid-Circuit-Breakers Before and After Current Commutation,2021
Classification of Abnormal Signaling SIP Dialogs Through Deep Learning,2021
Performance Enhancement of Low-Profile Wideband Multi-Element MIMO Arrays Backed by AMC Surface for Vehicular Wireless Communications,2021
Device Light Fingerprints Identification Using MCU-Based Deep Learning Approach,2021
Channel Estimation via Model and Learning for Monostatic Multiantenna Backscatter Communication,2021
Evaluation of Critical Thinking in Online Software Engineering Teaching: A Systematic Mapping Study,2021
Detecting Anomalous Kicks in Taekwondo With Spatial and Temporal Features,2021
